,CVE_DOC,FECHA_DOC,NOMBRE_VENDEDOR,NOMBRE_CLIENTE,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
613,F38216,2022-05-23,LETICIA RAMIREZ HERNANDEZ,CLAUDIA FABIOLA ESQUIVEL SANCHEZ,1,TUA00311,"TUB INOX 3/8""ØX186.5CM ""U"" 3000W220V CAP",1526.77,0.0,324.05,1526.77,324.05,1202.72,1202.72
614,F38217,2022-05-23,LETICIA RAMIREZ HERNANDEZ,CLUB CAMPESTRE RIAMA,6,TUE00068,"TUB INOX 7/16""ØX498MM 3000W220V M ESP/PL",1088.0,0.0,190.25,6528.0,1141.51,897.75,5386.49
615,F38221,2022-05-24,LETICIA RAMIREZ HERNANDEZ,TERMOFORMATEC,60,CAS00080,CAS INOX 18.5MMØX205MM 950W 440V EXT30CM,1296.0,0.0,244.07,77760.0,14643.92,1051.93,63116.08
621,F38235,2022-05-26,ALFREDO CANELA,CEREALES Y PASTAS,6,70001684,CARTUCHO Ø 10 MM X 460 MM 500W 220V,1365.0,115.41,115.41,8190.0,692.44,1249.59,7497.56
622,F38236,2022-05-26,ALFREDO CANELA,CLEVELAND DIE QUERETARO,1,RP00198,FABRICACION TUB  J INOX 2000W 127V C/TE,1139.88,168.7,168.7,1139.88,168.7,971.18,971.18
623,F38239,2022-05-26,LETICIA RAMIREZ HERNANDEZ,ALKLAD,10,CAS00034,"CART INOX 1/2""Øx16CMS 700W 120V CABLE 50",790.0,117.49,117.49,7900.0,1174.89,672.51,6725.11
625,F38241,2022-05-26,LETICIA RAMIREZ HERNANDEZ,NORTHWEST AUTOMATIZACION,28,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.35,0.0,335.46,24145.8,9392.95,526.89,14752.85
633,F38265,2022-05-31,LETICIA RAMIREZ HERNANDEZ,MECAPRIM SERVICIOS INDUSTRIALES,2,BP00264,BAN P INOX 80MMØX255MM 450W 220V T/TOR,994.4,0.0,104.4,1988.8,208.8,890.0,1780.0
635,F38277,2022-05-31,ALFREDO CANELA,DEACERO,6,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,287.63,287.63,5880.0,1725.78,692.37,4154.22
636,F38278,2022-05-31,ALFREDO CANELA,DEACERO,4,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,0.0,471.48,4522.0,1885.91,659.02,2636.09
637,F38279,2022-05-31,ALFREDO CANELA,MEXICANA DE INGENIERIA Y MAQUINARIA,2,MR8-250-11-13,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,840.0,0.0,160.02,1680.0,320.04,679.98,1359.96
638,F38281,2022-05-31,LETICIA RAMIREZ HERNANDEZ,JUAN MANUEL GARCIA,4,TUA00449,"TUB INOX 5/16""ØX25CM 1000W127V 1""NPTCAJA",1842.5,0.0,710.13,7370.0,2840.53,1132.37,4529.47
639,F38281,2022-05-31,LETICIA RAMIREZ HERNANDEZ,JUAN MANUEL GARCIA,2,TUA00450,"TUB INOX 5/16""ØX25CM 250OW127V 1""NPTCAJA",1914.5,0.0,736.2,3829.0,1472.41,1178.3,2356.59
640,F38282,2022-05-31,LETICIA RAMIREZ HERNANDEZ,C LABELING SOLUTIONS,10,TUA00049,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",1239.3,0.0,244.63,12393.0,2446.31,994.67,9946.69
641,F38283,2022-05-31,LETICIA RAMIREZ HERNANDEZ,C LABELING SOLUTIONS,8,CBE00012,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",1047.0,0.0,213.38,8376.0,1707.07,833.62,6668.93
642,F38283,2022-05-31,LETICIA RAMIREZ HERNANDEZ,C LABELING SOLUTIONS,5,CBE00040,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",965.0,0.0,213.77,4825.0,1068.83,751.23,3756.17
645,F38291,2022-06-01,ALFREDO CANELA,DEACERO USA INC.,5,47980075,TUBULAR 11mmØx850mm 6kW 500V 6pz,7612.73,0.0,1952.03,38063.65,9760.13,5660.7,28303.52
646,F38293,2022-06-02,ALFREDO CANELA,DEACERO,16,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,0.0,295.95,15680.0,4735.23,684.05,10944.77
647,F38294,2022-06-02,LETICIA RAMIREZ HERNANDEZ,TERMOFORMATEC,6,CAS00079,CAS INOX 12MMØX230MM 950W440V EXT.30CM,910.0,0.0,62.4,5460.0,374.39,847.6,5085.61
648,F38295,2022-06-02,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,1,TUE00101,"TUB COBRE 5/16""Øx250mm CLIP 2600W 110VTA",1140.86,407.85,407.85,1140.86,407.85,733.01,733.01
650,F38297,2022-06-02,LETICIA RAMIREZ HERNANDEZ,PROCESADORA DE ALIMENTOS MEXICANOS,2,TUA00445,"TUB INOX 5/16""ØX23CM 500W127V CLIP 11/4""",2105.3,848.3,848.3,4210.6,1696.61,1257.0,2513.99
651,F38300,2022-06-02,LETICIA RAMIREZ HERNANDEZ,J3M MANTENIMIENTO INDUSTRIAL,1,CBE00039,"CBE INOX 1/2""ØX120MM 110W115V EX50CM CON",775.6,208.61,208.61,775.6,208.61,567.0,567.0
653,F38309,2022-06-03,LETICIA RAMIREZ HERNANDEZ,FRANCISCO JAVIER JIMENEZ BARRAGAN,2,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,200.3,200.3,1999.81,400.6,799.61,1599.22
654,F38312,2022-06-03,ALFREDO CANELA,NHK SPRING MEXICO,36,TUE00146,TUB ESP 10MMØX1985MM 1000W 440V BUS/SOPO,1450.0,266.04,266.04,52200.0,9577.26,1183.97,42622.74
655,F38315,2022-06-06,AARON NUÑO CORDOVA,MEGO AFEK,1,TUA00325,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,3900.52,3900.52,12500.0,3900.52,8599.48,8599.48
662,F38329,2022-06-07,LETICIA RAMIREZ HERNANDEZ,JUAN ANTONIO RESENDIZ UGALDE,12,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,0.0,332.9,9900.0,3994.81,492.1,5905.19
663,F38336,2022-06-08,LETICIA RAMIREZ HERNANDEZ,EMMANUEL SALINAS CHAVEZ,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,200.3,200.3,999.91,200.3,799.61,799.61
665,F38343,2022-06-09,LETICIA RAMIREZ HERNANDEZ,PLENCO DE MEXICO,10,CS58P2120A01,"CAS INOX 5/8""ØX10"" 1200W 240V EXT1MT",936.45,206.22,206.22,9364.5,2062.24,730.23,7302.26
666,F38344,2022-06-09,ALFREDO CANELA,CLAVOS NACIONALES C.N,30,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,378.12,378.12,38979.6,11343.64,921.2,27635.96
667,F38346,2022-06-09,LETICIA RAMIREZ HERNANDEZ,BALTAZAR MACIAS CRUZ,1,TUA00444,"TUB INOX 7/16""ØX36CM 6000W 240V PLAC/CUE",3668.0,602.39,602.39,3668.0,602.39,3065.61,3065.61
668,F38347,2022-06-09,LETICIA RAMIREZ HERNANDEZ,DANIEL CRUZ HERNANDEZ,2,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.53,68.34,68.34,1625.06,136.67,744.19,1488.39
672,F38352,2022-06-10,ALFREDO CANELA,FLEX-N-GATE MEXICO,1,RP00203,REPARACION HORNO 15KW 440V TOTAL,32582.18,0.0,199335.56,32582.18,199335.56,-166753.38,-166753.38
674,F38357,2022-06-10,LETICIA RAMIREZ HERNANDEZ,E P INSUMOS,2,TEE00027,"TER J 1/4""ØX12"" CAB/MAR TERM-3/4""NPT",2218.0,717.66,717.66,4436.0,1435.32,1500.34,3000.68
675,F38358,2022-06-10,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,200.3,200.3,999.91,200.3,799.61,799.61
677,F38365,2022-06-13,LETICIA RAMIREZ HERNANDEZ,FRANCISCO JAVIER RENTERIA MENDEZ,1,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71,562.77,562.77,1697.71,562.77,1134.94,1134.94
678,F38368,2022-06-13,LETICIA RAMIREZ HERNANDEZ,JUAN JOSE PARRA PEREZ,2,TUA00439,"TUB INOX 1/2""ØX65.8CM 4500W260V M C/TJ",2025.2,0.0,483.67,4050.4,967.34,1541.53,3083.06
679,F38372,2022-06-14,LETICIA RAMIREZ HERNANDEZ,JT RESIDENCES,4,TUS00005,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",799.1,174.94,174.94,3196.4,699.77,624.16,2496.63
681,F38374,2022-06-14,ALFREDO CANELA,DWK LIFE SCIENCES,6,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,89.98,89.98,9270.0,539.86,1455.02,8730.14
682,F38375,2022-06-14,LETICIA RAMIREZ HERNANDEZ,DISTRIBUIDORA LIVERPOOL,1,TUE00363,"TUB INOX 7/16""ØX50CM 18KW220V ""J"" ESP/PL",3026.6,0.0,752.71,3026.6,752.71,2273.89,2273.89
683,F38380,2022-06-15,LETICIA RAMIREZ HERNANDEZ,DANIEL CRUZ HERNANDEZ,3,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.53,0.0,111.07,2437.59,333.2,701.46,2104.39
689,F38393,2022-06-16,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,355.29,355.29,29506.0,7105.79,1120.01,22400.21
690,F38393,2022-06-16,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,2,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1465.29,1465.29,7460.0,2930.59,2264.71,4529.41
692,F38399,2022-06-16,AARON NUÑO CORDOVA,SENDY RESENDIZ VEGA,1,TUA00446,"TUB INOX 5/16""ØX32CM 1250W 127V ""M"" BUSH",1410.0,227.74,227.74,1410.0,227.74,1182.26,1182.26
693,F38401,2022-06-17,ALFREDO CANELA,AVERY DENNISON,2,CAS00068,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",828.97,65.63,65.63,1657.94,131.25,763.34,1526.69
694,F38401,2022-06-17,ALFREDO CANELA,AVERY DENNISON,2,CAS00069,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",1049.3,654.97,654.97,2098.6,1309.94,394.33,788.66
696,F38401,2022-06-17,ALFREDO CANELA,AVERY DENNISON,2,CAS00071,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",800.19,67.69,67.69,1600.38,135.37,732.5,1465.01
699,F38404,2022-06-17,AARON NUÑO CORDOVA,ALFREDO MACIAS PEÑA,1,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,668.43,668.43,1572.45,668.43,904.02,904.02
700,F38407,2022-06-17,AARON NUÑO CORDOVA,KERN LIEBERS MEXICO,4,PK51H1JBA600,"TER K 5/16""ØX10"" CON1/2""-1/2"" EXT10M C/M",1600.0,0.0,835.04,6400.0,3340.17,764.96,3059.83
701,F38408,2022-06-17,AARON NUÑO CORDOVA,KERN LIEBERS MEXICO,6,TEE00028,"TER K 3/16""ØX10CM 1/2""X22CM 1/2""NPT/MAR",1073.0,0.0,381.64,6438.0,2289.82,691.36,4148.18
702,F38408,2022-06-17,AARON NUÑO CORDOVA,KERN LIEBERS MEXICO,6,TUS00123,"TUB INOX 5/8""ØX83.5CM 1050W136V T/TORN",996.0,0.0,257.09,5976.0,1542.56,738.91,4433.44
706,F38418,2022-06-20,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,2,BN00258,BAN A/COMUN 117MMØX100MM 1250W240V C/STD,753.04,0.0,86.18,1506.08,172.35,666.86,1333.73
707,F38424,2022-06-21,AARON NUÑO CORDOVA,KERN LIEBERS MEXICO,6,TUA00447,"TUB INOX 3/8""ØX102CM 2000W400V ""M"" BUSH",1550.0,0.0,629.46,9300.0,3776.75,920.54,5523.25
708,F38424,2022-06-21,AARON NUÑO CORDOVA,KERN LIEBERS MEXICO,6,TUA00448,"TUB INOX 3/8""ØX107CM 2000W400V ""M"" BUSH",1500.0,0.0,595.77,9000.0,3574.62,904.23,5425.38
715,F38433,2022-06-22,AARON NUÑO CORDOVA,GLASSER,2,TUA00457,"TUB INOX 7/16""ØX335MM 1800W 440V ""M"" BUS",1380.0,0.0,246.69,2760.0,493.38,1133.31,2266.62
718,F38436,2022-06-22,LETICIA RAMIREZ HERNANDEZ,DESECHOS INDUSTRIALES CONIN,2,BP00247,BAN P COMUN 219MMX275MM 1800W440V 4B/TOR,994.64,155.39,155.39,1989.28,310.77,839.25,1678.51
722,F38440,2022-06-23,AARON NUÑO CORDOVA,WOCO TECH DE MEXICO,30,EE00059,PRE-SEPARADOR CINTA 7.8 OHMSX 3MT LONG,810.0,0.0,117.09,8100.0,1170.9,692.91,6929.1
723,F38443,2022-06-23,LETICIA RAMIREZ HERNANDEZ,EMMANUELLE FERNANDEZ GARCIA,4,BO00063,BOB 8020 CAL.17 19MMØX355MM LON 21KW240V,788.48,0.0,798.08,3153.92,3192.33,-9.6,-38.41
724,F38443,2022-06-23,LETICIA RAMIREZ HERNANDEZ,EMMANUELLE FERNANDEZ GARCIA,1,RB00021,FAB BOB 8020 CAL.17 7000W 240V M/BAST,2818.4,0.0,670.74,2818.4,670.74,2147.66,2147.66
725,F38447,2022-06-23,LETICIA RAMIREZ HERNANDEZ,DANIEL CRUZ HERNANDEZ,1,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.43,111.07,111.07,812.43,111.07,701.36,701.36
726,F38454,2022-06-24,LETICIA RAMIREZ HERNANDEZ,COMERCIALIZADORA DE SERVICIOS ELECTRONICOS Y REFRIGERACION INDUSTRIAL,6,TUA00453,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",1030.0,236.06,236.06,6180.0,1416.34,793.94,4763.66
728,F38456,2022-06-24,LETICIA RAMIREZ HERNANDEZ,MV INGENIERIA,2,TEA00103,TEA K ELEMENTO 12CMX EXT.40CM CERAMICO,1470.0,87.04,87.04,2940.0,174.08,1382.96,2765.92
729,F38457,2022-06-24,LETICIA RAMIREZ HERNANDEZ,FRANCISCO JAVIER MEDINA SANCHEZ,2,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,1072.93,1072.93,4372.0,2145.86,1113.07,2226.14
732,F38464,2022-06-27,LETICIA RAMIREZ HERNANDEZ,SALVADOR HUERTA TREJO,10,TT00009,"TER T 3/16""ØX47MM EXT 3MT CON/SOG/CLAV",796.25,0.0,236.03,7962.5,2360.31,560.22,5602.19
733,F38464,2022-06-27,LETICIA RAMIREZ HERNANDEZ,SALVADOR HUERTA TREJO,10,TT00010,"TER T 3/16""ØX82MM EXT 3MT CON/SOG/CLAV",850.5,0.0,237.87,8505.0,2378.73,612.63,6126.27
736,F38471,2022-06-28,LETICIA RAMIREZ HERNANDEZ,COM IN TEC DE MEXICO,1,P214J1BBA600,"PT-100 1/4""ØX15CM CON1/2""-1/2""NPT EXT30C",1265.0,521.59,521.59,1265.0,521.59,743.41,743.41
741,F38477,2022-06-28,ALFREDO CANELA,OSANIA CLEANING & SANITIZING,3,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",3349.0,0.0,1273.61,10047.0,3820.84,2075.39,6226.16
742,F38477,2022-06-28,ALFREDO CANELA,OSANIA CLEANING & SANITIZING,2,TUA00191,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0,0.0,1304.15,5330.0,2608.29,1360.85,2721.71
747,F38484,2022-06-29,ALFREDO CANELA,CHAMPIÑONES SAN MIGUEL,5,BOBINA003,BOBINA BASTIDOR 12mmØx410mm 12kW440V 3pz,4500.88,0.0,514.77,22504.4,2573.85,3986.11,19930.55
751,F38488,2022-06-30,LETICIA RAMIREZ HERNANDEZ,FLUX INTEGRACION,2,PA00011,P.CUARZO 10CMX20CM 1600W440V EXT30CM TK,1518.0,0.0,546.03,3036.0,1092.06,971.97,1943.94
752,F38488,2022-06-30,LETICIA RAMIREZ HERNANDEZ,FLUX INTEGRACION,1,PA00012,P.CUARZO 10CMX50CM 4000W440V EXT30CM TK,2776.65,0.0,1220.15,2776.65,1220.15,1556.5,1556.5
753,F38489,2022-06-30,LETICIA RAMIREZ HERNANDEZ,JOSE LUIS PIÑA MEJIA,1,TUA00458,"TUB INOX 1/4""ØX40CM 6000W230V ""U"" PLACA",2008.0,473.55,473.55,2008.0,473.55,1534.45,1534.45
755,F38492,2022-06-30,LETICIA RAMIREZ HERNANDEZ,INDUSTRIA LECHERA DE SAN JUAN DEL RIO,4,PT00087,"PT-100 3/8""ØX35MM EXT.1.5MT CON-1/2""NPT",780.5,0.0,230.29,3122.0,921.15,550.21,2200.85
756,F38493,2022-06-30,LETICIA RAMIREZ HERNANDEZ,INSTITUTO DEL DEPORTE Y LA RECREACION DEL ESTADO DE QUERETARO,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,0.0,345.97,1165.95,345.97,819.98,819.98
757,F38495,2022-06-30,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,1,TUA00461,"TUB INOX 7/16""ØX690MM 1000W 127V ""U"" BUS",1112.0,0.0,322.13,1112.0,322.13,789.87,789.87
758,F38497,2022-06-30,LETICIA RAMIREZ HERNANDEZ,PCG CONSULTORES,4,TUE00171,"TUB INOX 1/4""Øx297mm 1750W 220V ESP BUSH",1254.2,0.0,192.93,5016.8,771.72,1061.27,4245.08
761,F38502,2022-06-30,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,3,TUA00460,"TUB INOX 5/16""ØX325MM 1700W 240V ""M"" BUS",921.37,0.0,185.81,2764.11,557.42,735.56,2206.69
763,F38507,2022-07-04,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,7,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,773.12,773.12,21372.75,5411.87,2280.13,15960.89
764,F38509,2022-07-04,ALFREDO CANELA,LBQ FOUNDRY,1,TEA00004,"TEA K"" 18mmØx540mm CABEZA MARINA""",1054.0,665.36,665.36,1054.0,665.36,388.64,388.64
766,F38514,2022-07-04,LETICIA RAMIREZ HERNANDEZ,FRANCISCO JAVIER MEDINA SANCHEZ,2,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,925.21,925.21,4372.0,1850.42,1260.79,2521.58
769,F38524,2022-07-05,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,3,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,405.35,405.35,2928.0,1216.06,570.65,1711.94
771,F38531,2022-07-06,LETICIA RAMIREZ HERNANDEZ,INSTITUTO DEL DEPORTE Y LA RECREACION DEL ESTADO DE QUERETARO,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97,345.97,1165.95,345.97,819.98,819.98
783,F38545,2022-07-07,ALFREDO CANELA,DEACERO,1,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1357.1,1357.1,2068.5,1357.1,711.4,711.4
784,F38546,2022-07-07,ALFREDO CANELA,DEACERO,2,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1130.54,1130.54,4928.4,2261.08,1333.66,2667.32
785,F38547,2022-07-07,ALFREDO CANELA,DEACERO,6,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,295.59,295.59,5880.0,1773.52,684.41,4106.48
786,F38549,2022-07-07,ALFREDO CANELA,EL DORADO FRESH FOOD,1,EE00060,"FAB TERMOPOZO 6MMØX85MM CON 1/2""NPT",1074.04,0.0,185.06,1074.04,185.06,888.98,888.98
787,F38553,2022-07-08,LETICIA RAMIREZ HERNANDEZ,PIDECMAR,4,PJ000NH1A400,"TER J OJILLO 1/4""Ø EXT 5MT MALLA/RES/ZAP",788.88,42.63,42.63,3155.52,170.5,746.26,2985.02
791,F38561,2022-07-11,LETICIA RAMIREZ HERNANDEZ,HUMARCER DE QUERETARO,6,PJ000GJ1A000,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP",812.0,0.0,363.09,4872.0,2178.55,448.91,2693.45
792,F38562,2022-07-11,LETICIA RAMIREZ HERNANDEZ,HUMARCER DE QUERETARO,1,PT00063,PT-100 6MMØX110MM CONECTOR EXT15MTS,1548.0,0.0,671.28,1548.0,671.28,876.72,876.72
794,F38576,2022-07-12,LETICIA RAMIREZ HERNANDEZ,DESECHOS INDUSTRIALES CONIN,2,BN00263,BAN A/COMUN 345MMØX71MM 2000W 440V STD,1186.17,172.53,172.53,2372.34,345.06,1013.64,2027.28
796,F38577,2022-07-12,ALFREDO CANELA,APEX TOOL GROUP MANUFACTURING MEXICO,5,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",938.53,161.73,161.73,4692.65,808.65,776.8,3884.0
797,F38578,2022-07-12,ALFREDO CANELA,"INNOVATION, MANUFACTURE AND AUTOMATION",8,TUA00318,"TUB INOX ALETA 5/16""ØX600MM U 2KW254V BU",1666.18,0.0,675.99,13329.44,5407.95,990.19,7921.49
798,F38580,2022-07-12,LETICIA RAMIREZ HERNANDEZ,INSTITUTO DEL DEPORTE Y LA RECREACION DEL ESTADO DE QUERETARO,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97,345.97,1165.95,345.97,819.98,819.98
801,F38583,2022-07-12,ALFREDO CANELA,TE.MEX AUTOMOTIVE,3,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,753.42,0.0,203.69,2260.25,611.06,549.73,1649.18
804,F38588,2022-07-13,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,1,PT00088,"PT-100 1/4""ØX215MM EXT1.5MT CON7/16""FINO",794.0,0.0,323.11,794.0,323.11,470.89,470.89
805,F38588,2022-07-13,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,1,TUE00364,"TUB INOX 3/8""ØX210MM 1500W 240V CIRC/90°",941.0,165.65,165.65,941.0,165.65,775.35,775.35
808,F38602,2022-07-15,ALFREDO CANELA,FABRICACION Y MONTAJE DE EQUIPO INDUSTRIAL,2,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",7133.17,0.0,2549.57,14266.34,5099.14,4583.6,9167.2
809,F38604,2022-07-15,LETICIA RAMIREZ HERNANDEZ,PLASTICOS Y EXTRUSIONES,3,TJ00092,"TER J 1/8""ØX120MM EXT2MT MALLA/TRAN5/16""",798.0,156.34,156.34,2394.0,469.01,641.66,1924.99
811,F38606,2022-07-15,LETICIA RAMIREZ HERNANDEZ,HARINERA DE IRAPUATO,3,CBS00104,"CBS INOX 1/2""ØX8"" 350W 110V ESC EXT30CM",786.7,150.16,150.16,2360.1,450.49,636.54,1909.61
812,F38609,2022-07-18,ALFREDO CANELA,TARIMAS Y EMPAQUES SAN JUAN,4,PT00034,"PT-1000 1/4""ØX2"" EXT. 1MT DE PVC 2 HILOS",2105.0,0.0,255.13,8420.0,1020.51,1849.87,7399.49
814,F38612,2022-07-18,LETICIA RAMIREZ HERNANDEZ,SALVADOR HUERTA TREJO,4,TUE00367,"TUB INOX 5/6""ØX30CM 1800W220V ""J"" ESP/CO",968.5,0.0,195.43,3874.0,781.73,773.07,3092.27
815,F38613,2022-07-18,LETICIA RAMIREZ HERNANDEZ,VERGELES DE LOS ANGELES,2,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,1389.6,1389.6,4436.54,2779.2,828.67,1657.34
816,F38615,2022-07-18,ALFREDO CANELA,DONGA HWASUNG MEXICO,10,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,257.6,257.6,8100.0,2575.95,552.4,5524.05
817,F38616,2022-07-18,ALFREDO CANELA,AGROKUMARA,11,TUA00177,"TUB INOX 5/16""x2580mm M 1800W 220V BUSHI",1552.5,0.0,384.87,17077.5,4233.54,1167.63,12843.96
819,F38620,2022-07-19,LETICIA RAMIREZ HERNANDEZ,MIGUEL ARMANDO RAMOS RREGUIN,1,RP00205,REAPARACION PLANCHA SERIGRAFIA 1.8KW120V,3120.0,1195.0,1195.0,3120.0,1195.0,1925.0,1925.0
822,F38625,2022-07-20,LETICIA RAMIREZ HERNANDEZ,TERESA DE JESUS TAVARES BOCANEGRA,1,TU5/16X215V240W,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",1127.0,0.0,316.45,1127.0,316.45,810.55,810.55
823,F38633,2022-07-21,LETICIA RAMIREZ HERNANDEZ,GRUPO PALANCAS,1,TUE00105,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C",4956.73,1306.63,1306.63,4956.73,1306.63,3650.1,3650.1
826,F38636,2022-07-21,ALFREDO CANELA,CEREALES Y PASTAS,4,CBE00041,CBE INOX 10MMØX460MM 300W 48V EXT30CM,1365.0,0.0,203.04,5460.0,812.15,1161.96,4647.85
828,F38637,2022-07-21,LETICIA RAMIREZ HERNANDEZ,EDGAR GARCIA HERNANDEZ,1,RP00206,REPARACION CARTUCHO 27MMØX2150MM 2KW440V,3200.0,0.0,649.31,3200.0,649.31,2550.69,2550.69
829,F38637,2022-07-21,LETICIA RAMIREZ HERNANDEZ,EDGAR GARCIA HERNANDEZ,2,RP00207,REPARACION CARTUCHO 27MMØX1800MM 2KW440V,3200.0,0.0,590.21,6400.0,1180.41,2609.79,5219.59
830,F38637,2022-07-21,LETICIA RAMIREZ HERNANDEZ,EDGAR GARCIA HERNANDEZ,1,RP00208,REPARACION CARTUCHO 27MMØX1697MM 2KW440V,3200.0,0.0,595.74,3200.0,595.74,2604.26,2604.26
831,F38637,2022-07-21,LETICIA RAMIREZ HERNANDEZ,EDGAR GARCIA HERNANDEZ,1,TUE00061,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",3521.6,585.92,585.92,3521.6,585.92,2935.68,2935.68
832,F38638,2022-07-21,ALFREDO CANELA,CLAVOS NACIONALES C.N,30,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,429.81,429.81,38979.6,12894.24,869.51,26085.36
833,F38638,2022-07-21,ALFREDO CANELA,CLAVOS NACIONALES C.N,3,TEA00023,"TEA K 1/2""Øx1800mm CON1/2-1/2 C/MARINA",4250.0,788.54,788.54,12750.0,2365.62,3461.46,10384.38
834,F38639,2022-07-21,LETICIA RAMIREZ HERNANDEZ,JUAN CARLOS HERNANDEZ PEREZ,1,PT00033,PT-100 4mmx100mm EXT 2 MTS DOBLEZ A 45°,846.2,244.91,244.91,846.2,244.91,601.29,601.29
